留言內容,答案
 川震都捐了多少...這真的少了,0
 推,0
 幹你馬勒 亂撒錢,1
 有建交才能捐錢的話 ，當初捐給中國是 ？,0
 這錢不算多 OK,0
 p,0
 我有捐也 Ya ya 不然要捐給中國做飛彈嗎,0
 人道問題,0
 ok啦 希望印尼真的拿去好好輔助災民,0
 救急給推,0
 推,0
 館長:,0
 才3000萬也一堆低能在那邊該,1
 噓備註,0
 推,0
 低能9.2要不要去看馬英九捐給中國多少,1
 捐錢這個還是得推，只要不是給匪區就好,0
 這點小錢台灣給得起啦,0
 浪費錢,0
 笑死 一堆人嘴砲說印尼排華 怎麼不去總統,1
 府抗議印尼排華沒有原諒？,1
 這跟228事件一樣 沒有原諒 直到逼政府要新,1
 增紀念日,0
 推,0
 才100萬就在叫，當年川震捐給敵國更多勒,0
 有種每年的5月13號去抗議印尼政府 不要在,0
 這裡打嘴砲,0
 推,0
 人道救援有啥好酸的,0
 推,0
 排華的前因後果 誰促成的都搞不清楚,0
 依照行情來看捐太多了 其他國家有捐那,0
 推,0
 海盜國家,1
 百萬美元 台北市買間房裝潢一下差不多,0
 操你媽3000萬拿去台灣偏鄉或低收入戶,1
 或給我都比捐給落後國家或非邦交國好,1
 啦幹,1
 都捐給中國了還有哪裡不能捐,0
 台灣凱成這樣 國際現實還是不會變啦,0
 太盤啦,0
 該捐的捐百萬 結果幾十億拿去非洲大撒幣,0
 這樣搞以後會捐不完,0
 環太平洋火山帶最近正活躍,0
 印尼是鄰國 捐一下沒問題吧,0
 一直捐錢給日本這種有錢國家才奇怪,0
 印尼：感謝支那幫忙,1
 部分台灣人嘴臉真可悲,1
 捐這沒問題呀,0
 面對災難 不分什麼人種 給推!,0
 川震才叫肉包子打狗,0
 捐這個沒什麼問題吧？噓個屁啊,1
 很好啊 願意幫印尼人,0
 天災捐錢我覺得Ok啊 又不是亂撒錢,0
 捐誰捐多少隨便 全世界就他媽的中國不該捐,1
 錢給中國 比丟到水溝還糟糕!,0
 有台人受困嗎別在酸了,0
 我們政府很有錢唷,0
 這次南韓捐了6000萬台幣 與印尼惡交,0
 的澳洲也捐了1億台幣 上次花蓮地震印,0
 尼也為台捐了20萬鎂,0
 同是地震帶國家 基於人道救援 互相,0
 總比捐給對岸製造飛彈好,0
 幫助不為過吧,0
 推文有些人真的沒救了,1
 一百萬美金對政府預算來說也不算什,0
 麼 比不上貪污的萬分之一 賞給國外貪,0
 官吧,0
 一堆9.25毛為了噓而噓為了罵而罵XD,1
 錢是多少啦,0
 上面一堆說幹話的，真的人一綠腦堪慮,1
 ，人什麼叫總比捐給中國製飛彈好，,0
 什麼叫一百萬鎂在國家預算還算小錢，,0
" 趕羚羊，自家國民不照顧，拿去大傻B,",1
 講3小雞魚人道救援，禮尚往來再來說,1
 肯幫忙都是好事，結果南部沒錢？！,0
 一百萬美還好吧！印尼勞工被仲介坑了多少，,0
 回饋一點不為過,0
 捐這個很合理，比起捐給玻璃國好多了,0
 這個捐的算合理,0
 幹，一個全世界都不敢承認你是國家的,1
 小島，一定要每次都這樣當火山孝子嗎,1
 川震捐70億怎麼沒看到9.2來吠,1
 人道救援也能崩成這哦…,0
 前面瘋狂想帶風向ㄎㄎ,0
 如果捐給支那的話那真的太多了,1
 噓的人完全沒有人情事故，麻木,0
 天佑印尼,0
 這也一堆人崩潰是怎樣,0
 推,0
 人道救援有甚麼好噓的zz 一堆低能,1
 只要不捐支那我都沒意見,0
 比起金援外交，這件事值得多了,0
 人家承認台灣政府嗎,0
 真的是太慘了,0
 黨工上班？,0
 台南高雄受災戶表示 : 幹!!!!!!!!!,0
 不是支那，支持。,1
 對唯一敵國支那都能捐了 這只是小錢,1
" 又浪費錢了,都進權貴口袋了吧",0
 這種嚴重天災，支援一下沒啥好酸的吧,0
 不知道在崩潰甚麼,0
 台灣很多老人都印尼朋友照顧的,0
 重大天災幫忙一下 很可以啊,0
 支持!印尼加油!,0
 前幾樓真的是被滲透嚴重,0
 台灣只能靠捐錢刷存在,1
 100w鎂是真的是很少的錢 捐的很好 適當,0
 表達關心,0
 只要不是捐支那 3億也沒差,1
 灑錢外交 南下政策 把外勞當成神明在養,0
  把勞工當成賤民,1
 捐支那才是浪費  還買飛彈想打台灣  忘恩負,1
 義的畜牲就是支那！,1
 五毛超多,1
 比起一些低能給中國錢送中國技術的好多,1
 多少幫一下,0
 這種捐款不算大灑幣吧?1600人欸,0
" 柯藍粉7PUPU,不是柯P捐的都大灑幣",0
,0
 還好吧  算實質外交,0
 奇怪了捐錢賑災也有反對是怎樣，而且,0
 金額不大,0
 不是邦交國,0
 這ok,0
 推,0
 草 問過我了嗎？,1
 DPP太低估柯粉了,0
 1124滅東廠 票投國民黨,1
 馬迷閉嘴啦,1
 中肯,0
 深綠丁粉 不是綠營政論自己號召的嗎,1
 有第三黨當然投第三黨,0
 dpp一堆名嘴立委覺得柯粉還不成氣候,1
 漂白大使  黃暐翰,1
 實在沒辦法才投kmt,0
 到底不投綠=投藍是三小,1
 柯粉:1124滅東廠 kmt復屁 結論就1個中國,1
 1124滅東廠,1
 1124還阿北公道,0
 看假新聞跟著放炮的 馬迷,1
" 年底刺激了,完全執政會慘敗嗎?",0
 期待蔡英文賴清德陳菊阿扁選前一跪,0
 柯粉:投第3不投綠  沒第3投不會投kmt?,0
 這隻的講法就是白痴9.2最希望的結果,1
 馬迷,1
 可惜 有夢最美 慢慢作夢吧,1
 憤怒小雞,1
" taso會怕帶風向是沒用的,還不如多勸民進黨",0
 你們跟KMT一起去死吧,1
 1124滅你媽,1
 在選舉前不要再造謠抹黑,1
 垃圾DPP,1
 老實說我覺得真柯粉智力沒那麼低啦,0
                            1124滅你媽,1
 假新聞的幫手 還有臉,1
 所以第3是要投誰??,0
 DPP跟4年前KMT一樣 狂秀下限,1
 整件事很明顯 就9.2假柯粉一直要把整個,1
 1124滅東廠 選票集中國民黨,1
 DPP都連結到仇柯,1
 年底就知道到底是柯P贏還是DPP贏^^,0
 1124滅東廠,1
 馬迷胡說八道害死駐日外交官,1
 不一定歐 連造謠新聞都可能相信了,0
 整個過程中 其實民進黨除了那幾個柯黑,1
 先對執迷不悟的民進黨柯黑祭斬惡劍到數49天,1
 https://goo.gl/7AokX1,0
 綠吱就盡量消毒沒關係XD,1
 1124二岸一家親 迎中國集中營,1
 沒關係啦 柯粉都是9.2 別怕別怕,1
 大致上表現都算中立甚至幫柯說話,0
 https://i.imgur.com/jDwZtrS.jpg,0
 總統府和行政院長和衛福部長都出來說話,0
 我看1124滅東廠=票投國民黨了 還第3咧,1
 柯粉慌了 柯粉怕了,0
 不投國民黨根本沒資格當柯粉,0
 還有近50天，到時早就忘了,0
 阿災！死人公投連署破壞直接民主大概能,1
 這樣還可以把整個DPP連結到仇柯 是把人當,1
 當飯吃…,0
 幹 講到死人連屬就很好笑 死人也會連屬,1
 白痴 其實 各地候選人 都是民進黨的比較,1
 丁柯差距越來越近了阿 再加上反串的柯粉,0
 優秀 我是覺得真柯粉應該會有足夠的智力,0
 歸隊 到時候怕會不會下一跳,0
 這篇綠吱大出沒 看來很怕XD,1
 全面執政過太爽 懲罰一下錯了嗎,0
 看出才當選對當地對台灣才是好事,0
 蠢吱護主燃燒殆盡在所不惜 可敬可佩！,1
 綠吱慢慢取暖 年底見真章^^,1
 以高雄而言 陳其邁不管是能力或政策,0
 都相當優秀,0
 我也等著1124滅東廠了,1
 原來是其邁粉 南部人不意外 XD,1
 馬尾漢只差沒跪求柯P去舉韓國瑜的手，,0
 不過也不是不可能啊！柯P都笑記者從三,0
 立去TVBS馬上連講話 口氣都不一樣了…,0
 不用柯粉，有正常腦子的人都知道你DPP,1
 糞奴柯粉,1
 抹得跟四年前KMT一樣開心,1
 1124滅東廠，共襄盛舉,1
 柯偉瀚大腿抱好抱滿,0
 蚊子地圖炮阿 問co綠高層有line他罵姚嗎,1
 這篇再轉貼中南部.看看這些民進黨柯黑,0
 不用扯到柯，光這兩年下來火都大了，年底,0
 要來個無差別打綠畜,1
 傻了才投藍綠,1
 綠粉別怪柯粉 要就怪你們家的高層推姚文智,1
 馬英九再起3貴人，小英、柯P、國民黨化,0
 的民進黨…,0
 就說很多深藍蚵粉阿~,1
 1124滅東廠，你管我投誰,0
 民進黨:不爽不要投,0
 寧願投黑道也要給資進黨一個教訓,1
 敵人的敵人...唉，自業自得...,0
 9.2最後還不是含屌投丁 別搞笑了,1
 說得沒錯，這結果是民進黨自己求來的,0
 滅東廠，你管我投誰,1
 連黑道都挺 讚,0
 推姚文智打柯根本就是智障行為 敢出來開戰還,1
 怕損血喔 XD,0
 姚文智就硬要選阿,1
 業力引爆,0
 深藍科粉 最後還不是歸位投丁,0
 不過看他的發言 其實沒啥攻擊力,0
 系賀 幹你娘垃圾黨政見反著做還到處鬥爭,1
 輸贏不是問題 為了贏舔中國屌 噁心,1
 中肯啊.dpp的業力也該爆了,0
 批著柯粉的藍粉的憤怒,1
 廢物藍支跟柯粉,1
 柯P二岸一家親 喜迎台北集中營,0
 國民黨年底躺著選啦,0
 以後只投給DPP的對手 幹幹幹再騙啊,1
 Dpp就有人說不爽不要投啊,1
 如果只是顆粉，是不可能改投k黨。死不檢,1
 柯粉:1124滅東廠=票投KMT,1
 吳秉叡：不爽不要投,1
 有影響 但也別過度膨脹了 四年前年青,0
 討自己的資進黨、民進洞，還真以為可以靠,1
 人帶頭 但憤怒的不只有年輕的世代 而,0
 看來民進黨只配這種無腦扣帽的粉絲 ZD,1
 罵KMT罵一輩子？,0
 且當時的訴求有他的高度在 今年只是因,0
 為選舉挺不挺柯 外溢效果有 但不會像,0
 投國民黨？？？,0
 四年前,0
 我這次也想投KMT惹,0
 我高雄就投KMT 氣死綠吱 來互相傷害啊,1
 狗嘴吐不出象牙就開始狂抹 笑死人 XD,1
 柯粉60%都9.2 最後還是含屌投丁,1
 1124滅東廠,1
 東廠太監最後也是投丁啊 跟9.2有啥兩樣,1
 非藍即綠 天命如此 無話可說,0
 1124滅東廠,1
 沒差 繼續1124也是讓丁守中當選 等看笑話,0
 沒錯 真的是這樣,0
 吳秉叡：不爽不要投 段宜康：靠北三,0
 絕對不投丁 一輩子不投國民黨,0
 滅東廠,1
 說真的蔡英文2020不用選了,0
 還在以為柯粉是空氣票啊 年底等著看,0
 馬迷高潮了,1
 不爽不要投,0
 幹你娘我台南的，高思博我也投得下去拉,1
 洗到全家都不投民進黨還蠻簡單的,0
 1124滅你媽,1
 1124滅東廠,1
 1124滅東廠,1
 尚書大人,0
 1124滅東廠 2020換母豬,1
 中時看看笑笑就好了，狗黨想沾光,1
 同意 我就投肚爛票啦 1124滅東廠,1
 對，不想投DPP，但KMT也是不可能的選擇。,0
 https://imgur.com/gallery/ZvRoLMo,0
 柯粉是有多少啦,0
 母豬蔡下台以前 絕對不投DPP,1
 話說中國共產黨本來是扶植親共勢力和親,0
 共政權最省力，而且現在中美貿易戰，更,0
 投KMT？我寧願投第三勢力,0
 1124滅東廠救台灣醫事,1
 還有新毒瘤那群人在 也不投DPP,1
 要加大力道干擾台灣選舉，進一步消弱親,0
 全台柯粉不知道有多少，為了這選不上,0
 柯黑是器官被活摘了嗎？柯粉60%是9.2，2014,1
 美政權…,0
 連勝文會輸20萬票喔,0
 死也不可能改投國民黨啦 以為最近洗白了嗎,0
 白癡才以為冥進洞沒打柯,1
 我就是度爛票,0
 花名冊 嘿嘿嘿,0
 改投國民黨？,0
 新毒瘤就是最垃圾的一塊,1
 搞笑  是每個縣市都有柯可以選是嗎,0
 綠粉會嗆難道要投KMT,0
 4年前投柯的 現在還會投? 有多少%,0
 我是覺得4年中腎文的40%會剩多少呢,0
 早就說過柯粉就是9.2+5毛集合體,1
 所以如果柯P這麼早做結盟動作，一來韓,0
 國瑜道心不堅，二來要賭大的棄丁保柯破,0
 反正1124滅東廠 最後獲益的就是KMT,0
 百萬真的成為最大尾…,0
 #1124滅東廠 高雄柯p改變成真,1
 垃圾不分藍綠啦,1
 柯粉一直相信台北藍大於綠 然後又不,0
 7.77垃圾DPP粉 以外 都是9.2,1
 不承認柯粉很高比率是9.2 有邏輯?,1
" 甭廢話, 年底見真章",0
 我寧願讓KMT獲益 也不爽讓DPP獲益,1
 就說7.77以外 都是9.2,1
 兩個都免想要拿我的票,0
 以為大家都白癡 一輩子死忠挺爛黨DPP?,1
" 現在DPP打器捐, 他媽的噁爛",1
 垃圾就該受到制裁 還想繼獲取政治權力?,1
" 但別忘了, 四年前是哪個黨拿器捐來打的?",0
 這次是一定不可能投DPP的 但也絕不可能,0
 蠢到去投KMT這顆毒瘤,1
 民進黨獨派為反中仇中根本失去理性 居然帶,1
 馬迷變柯粉了,0
 個老外騙子來欺負台灣欺負台灣人,1
 狗報+殺人犯,1
" 兩黨都拿器捐打過柯啦, 以為四年就忘了?",0
 中時就想藉這議題 偷替KMT撈點票,1
 我柯粉我嬌傲,0
" 只是DPP更噁爛罷了, 但不代表KMT比較好",1
 驕傲,0
 已經是為了仇中把台灣送去讓老外佔便宜他,1
 活該，誰叫DPP要爛硬吵,1
 們也無所謂  說好的愛台呢？,0
 不是柯粉也怒了,0
 可惜啊 時代力量除了黃國昌 其他的根本,0
 這老外根本就是欺負台灣欺負台灣人  獨派,0
" DPP很噁, 所以要投KMT ?  笑www死www我",1
 被DPP收編 只能投KMT 還能怎樣,0
 無所謂 他們只想選舉 反中 發洩仇恨而已,1
 KMT上次拿來打沒用 這次不敢跟 島是DPP,0
 讓KMT跟DPP互相制衡啊 馬的,0
 中肯！1124滅東廠！,1
 上次護航到極致 這次卻說柯P活摘器官,0
 再講一次,0
 毒派的腦袋是被柯P活摘了吧,1
" 兩黨都拿器捐打過柯啦, 以為四年就忘了?",0
" DPP很噁, 所以要投KMT ?  笑www死www我",1
 不擇手段。跟失去理性的極端份子快沒兩樣,0
 所以說 DPP跟毒派是在挺活摘器官的敗類,1
 投廢票也比投藍綠好！,0
 KMT爛 還不敢爛到這地步,1
 為了一個本來就上不了的台北搞爛所以地方，,0
 廢,1
 因為KMT很垃圾 但是DPP更垃圾,1
 死人連屬還不夠爛喔XD,1
 DPP禍害更大,1
 如果柯P組黨 甲賽力量就泡沫化了,0
" 扁9/20 : ""沒有證據說柯有做 也沒有",0
 手段骯髒程度民進黨真是青出於藍呀,1
 1124滅東廠,1
" 證據說他沒有"" 現在大概就4這樣 會講",0
 出這句幹話 是有他的意義的,0
 1124滅東廠  挺習皇,1
 噓這個英九記者,1
 KMT下去啦乾,1
 很氣，但不會投國民黨,0
 1124廠公失業潮 開催!!!,1
 鬼扯，會支持柯的最好會接受KMT，DP,0
 沒有第三個政黨可以投嗎?,0
 1124滅東廠,1
 可惜裝睡的DPP叫不醒,0
 滅東廠 護黨產,1
 P或KMT有什麼不同?,0
 只怕覺青連甲賽力量都投不下去了,1
 中間理性de 馬迷,1
" 投自己想投的吧, 投KMT只是讓他們輪流上",0
 政黨輪替，輪到教得乖,0
 名嘴能上電視只是單純他在北部好敲通告,0
" 是不可能投國民黨啦,但這十年應該也不會",0
 並沒有好嗎？我大DPP充滿價值將執政20年,0
 不是他有多厲害見識多行,0
" 輪個屁, 下班還不是一起去吃飯",0
 投民進黨,0
 滅東廠，票投kmt,1
 看中豕想帶風向 ㄎㄎ,1
 誰跟你憤怒的柯粉 是個人都該感到憤怒,0
 基本上人民總是要監督政府者，防止其做,0
 爛、藐視民意、當資方打手,0
      他只會要你自己去跟老闆講啦,0
 藍狗最會消費柯粉,1
 憤怒是對了 但未必全是柯粉,0
 twp大 提出了一個好的觀察點 也是很,0
 兩岸一家親還不投KMT才是頭腦有問題,0
 值得參考的,0
 11/24彰化遊子返鄉投票議員選吳韋達,0
 跟柯粉沒關係，是對dpp許多政策，選舉步,0
 數感到不爽,0
" 問題是看到KMT根本投不下去,要改投誰?",0
 1124滅東廠,1
 智障才投國民黨,1
 兩岸一家親，命運共同體，票投柯特首,0
 中肯 124滅東廠 票投國民黨!,1
 真的柯粉最好會投國民黨，笑死。,1
 1124滅東廠 幹你娘民進黨,1
 666,0
 廢物馬狗肉便器,1
 真的理性選民不會被憤怒影響,0
 DPP吃大便吧！1124補刀啦！,1
 改投國民黨不可能！,0
 1124滅東廠,0
 都是9.2假柯粉 本來就是會投kmt啊,1
 阿不就好棒棒 颱風天跟著假新聞高潮,1
 只見柯黑，身為姚粉丁粉有自覺?,1
 的眼光被騙剛好而已 黴體共犯結構,0
 選後就會檢討柯P的外溢效應，資進黨落選,0
 DPP早已忘了自己怎選上的,0
 國台辦和喜樂島表示：很滿意,0
 一堆人都氣瘋了倒是真的,0
 政治一定這麼泯滅良知嗎？！,0
 葉克膜救了成千上萬的人也可以抹黑,0
 要滅吱黨就要投狗黨的思維真是笑死人,1
 狗黨黨工不用帶風向惹喇,1
 1124滅藍綠 只投非藍綠小黨,1
 老實說真的會考慮投kmt,0
 1124滅東廠，投誰都好就是不投ＤＰＰ,1
 民進黨瞧不起柯粉，年底就讓他們看看柯粉,0
 有多少,0
 1124滅東廠,1
 有無黨就投 沒無黨投國民黨,0
 別鬧了，4年前不就是kmt打器官案,1
 有人性的選民如何不對器官抹黑憤怒,1
 無黨絕對投 再來投kmt,0
 誰打誰就去死,1
 北柯南韓 1124滅東廠,1
 電視上一堆dpp東廠走狗隱射殺人，算誰的,1
 ～,0
 1124滅東廠。2020換母豬。,1
 1124滅國民黨 滅黑道,1
 賭爛也不會賭爛到投KMT..當然投第三勢力,1
 答對了 會轉投國民黨 這區國民黨無勝算無仿,0
 害人兇手還敢嘴砲喔？,1
 1124滅東廠,1
 1124滅東廠，藍綠一起滅,1
 藍綠通通垃圾,1
 1124滅藍綠,1
 抹屎，泥巴戰就很侮辱人民智商,1
 暐瀚很會帶,1
 中肯,0
 怒火燎原！！,0
 藍色的狐假虎威，還有一堆無腦粉在帶風向,1
 再氣也不會投給盧那個棒槌,1
 狗報帶風向 智障KMT賤畜高潮,1
 北柯南韓 1124滅東廠 2020滅母豬,1
 1124滅東廠 投KMT 還柯P公道,1
 北柯南韓 1124滅東廠 2020滅母豬,1
 不可能投國民黨啦  你以為國民黨沒有跟著,0
 被抹嗎?  當然投第三勢力甚至第四第五第六,0
 啊,0
 想太多，拿X給KMT還覺得浪費,1
 沒給抹黑的教訓，垃圾藍綠繼續吃定你,1
 goo.gl/KUEVqp,0
 高興投誰就投誰啊，就算投kmt有何不可？,0
 你想投誰沒人能阻止你啊,0
 沒錯啊 跟2014外溢效應一樣,0
 討厭DPP也不會回頭去投KMT,0
 北柯南韓 1124滅東廠 2020滅母豬,1
 投KMT？忘記228/22k跟一堆喪權辱國的事,1
 了嗎？,0
 馬迷,1
 葉克膜.器官移植全台患者的家屬有多少,0
 1124滅東廠,0
 林北以前深綠 這次看到掛民進黨的候選人 一,0
 人?是只會柯粉這個字彙嗎智障,1
 票都不會投給你,0
 有些gay屁精又出來543了,1
 難得中肯,0
 恐因柯粉怎樣標題不寫完是怎樣,0
 國民黨推鍋前先叫丁守中跟羅淑蕾閉嘴,1
 先,0
 資深馬迷能懂柯粉的心情,1
 藍綠一樣爛1124滅東廠,1
 居然還有黨工要切割，笑死了,1
 垃圾不分藍綠1124滅東廠,1
 支持小黨 拒投國、民兩黨,0
 1124滅東廠,1
 改投國民黨？你當大家都失憶症嗎,0
 不投綠=投藍是什麼樣的智商思考出的答,1
 案?,0
 呵呵 DPPer怕惹 在狂帶風向惹,1
 姚出來前就預告了分裂了，我同學的爸爸深,0
 就一堆想帶風向的推文，以為大家都失憶症啊？,1
 綠，連他都度爛DPP搞柯,1
 真以為大家不爽藍綠都是柯粉?,0
 不用改投國民黨，投自己喜歡的就好,0
 難道你要投國民黨？？？？？,0
 雖然不合理 但是柯還是有可能當掮客喔,0
 這是在工三小拉 可以噁心成這樣喔??,1
 沒 我兩黨都不會投,0
 以後我隨便給人罪名都可以這樣說耶,0
 雖然我說的不合理 但你還是有可能有罪^^,0
 這大絕招會不會太無恥啊??,1
 憤怒鳥？,1
 英文下功德上，獨派爽歪了,1
 幹爆dpp,1
 1124滅東廠,1
 民進黨年底早就該死了，別想拿到任何一票!,1
 1124滅東廠 綠共吃屎 腦粉崩潰 爽～～,1
 柯粉投KMT？ 四年前KMT對柯做什麼當大家,1
 失憶？,0
 沒有柯粉只有liar fan,0
 推,0
 白癡才會投國民黨。讓他們再回來搞？,1
 藍綠垃圾都不投啦,1
 恭喜法輪功活摘器官成最大宣傳贏家,1
 高調投給盧秀彥，讓林佳龍好看,0
 http://big5.zhengjian.org/node/205235,0
 黨工這幾天一直在帶風向不要選國民黨,0
 ！幹白癡才去選小黨，選小黨就是廢票,1
 繼續讓民進黨爽！,1
 明明是在偷渡投國民黨 可恥,1
 現在民進黨已經證明比國民黨爛，而且,1
 還更壞更奸，幹你有聽過國民黨嗆人民,1
 講不爽不要選嗎？,0
 真的是北七藍綠黨,1
 絕對不投藍綠 寧願蓋廢票,0
 Dpp現在根本已經是一頭不受控的怪獸,0
 ，勞基法硬上幾天內就通過的場景歷歷,0
 在目，國民黨也爛但是蠢多了好對付，,1
 現階段最好的辦法是不斷政黨輪替，祈,0
 多分析自己支持的政黨，讓大家看看你的,0
 禱柯p2020出來整頓台灣才能往前前進,0
 觀點好嗎,0
 ！,0
 看人投,0
 是因為資進黨的下流讓人覺得可恥!,1
 不想投DPP然後投KMT，這啥邏輯,0
 1124滅藍綠,1
 中屎,1
 以高雄為例，你不投韓國瑜去投蘇盈貴,0
 根本就是要保送陳其邁，黨工這幾天拼,0
 了老命就是叫大家去投小黨，這樣dpp,0
 才可以繼續爽！,0
 腦殘才會投一個更爛的kmt,1
 笑死,1
 kmt還是改變不了泡沫化的命運啦,1
 沒錯，我們高雄人智商高不可能投給KMT,0
 的。一起支持其邁，讓高雄進步再進步，,0
 幸福又幸福。,0
 1124滅東廠,1
 1124滅東廠,1
 幹!你當廢票不能投是不是?,1
 這咖…哈！11月24日等看你崩潰丟臉。,1
 東廠黨,1
 名嘴都看低 年輕人 網紅之類的 酸言酸語,1
 https://i.imgur.com/Ato5Jci.jpg,0
 黃暐瀚。我已備份11/24看你出醜,1
 獨派激怒柯粉借刀殺人菜下賴上完美結局,1
 民進黨工慌了啦 投韓國瑜還比盧可能,0
 畢竟柯屁對韓是有好感 跟台中林關係又,0
 不錯 當然搞肥菊高雄老巢,1
 投藍共跟投支共有啥兩樣？,1
 1124滅東廠，還是不投國民黨,1
 skylion是不是反串，也太好笑了吧,1
 寧可投擺明不會上的無黨或小黨,1
 再搞個藍八舔支縣市 然後低智鄉民又要在p,1
 tt上哭舔支了,1
 黨工們黔驢技窮，只剩抹屎這一招,1
 1124滅東廠 但是國民黨我還是投不下去,1
" 照現在的板塊來看,不去投票對DPP真的沒什",0
 千杯民進黨就說了：不爽不要投！,1
" 麼傷, 投給KMT才是教訓DPP",0
" 反正這輩子從沒投過KMT, 凡事都有第一次嘛",0
 這傢伙害死日本外交部處長了還學不乖？,1
 1124滅東廠,1
 Kmt爛歸爛至少沒dpp這麼齷齪狠毒,1
 讚 北高中盧高國瑜 柯粉推啦,0
 1124滅東廠 推柯,1
 北柯中盧高國瑜,0
 全台超過百萬柯粉 韓拿70萬票輕輕鬆鬆,0
 躺著選 韓市長好,0
 不投民進黨野不會投國民黨啦 乾,0
 1124滅東廠 這輩子沒投過dpp以外的 除,0
 了2016不分區投時力以外 凡事總有例外,0
 1124 滅藍綠,1
 當然投小黨，誰跟你投國民黨,0
 1124票投支持兩岸一家親的人,1
 1124消滅藍綠，大家一起來,1
 他們就是希望至少kmt能贏啊…,0
 馬偉翰變柯偉翰了,1
 為什麼不投民進黨 就一定要改投國民黨?,0
 投廢票或是不去投也只是讓dpp爽爽上,0
 不然呢？,0
 縣市長根本沒差好嗎 又不是柯 每個縣,0
 市長都要問統獨？,0
 屎報,1
 垃圾馬迷  造謠不用負責？,1
 抓到了啦  投柯柯就是投馬英九啦！,1
 垃圾不分藍綠,1
 共產黨就是要你台灣人消滅民進黨，智,1
 我是！我全家都是。,0
 他說得滿中肯的,0
" 以前辯護現在抹黑,不是沒智商就是沒良心",1
 1124滅東廠 票投國民黨,0
 玩到變看誰投賭爛票,1
 是不爽沒錯，但還沒傻到去投國民黨吧…,1
 議員和基層民代都要讓dpp 倒,0
 未了一個台北市長選舉，可以賠掉整個,0
 黨 偉哉,0
 2014是我大DPP禮讓，啥鬼白色力量,0
 1124投小黨，葬送舊政黨,0
 我上次投dpp，這次我寧願投kmt,0
 1124滅藍綠,1
 沒有爛只有更爛，垃圾DPP,1
 救救dpp，需要清君側，高雄要反轉,0
 拔除新毒瘤，撤換510，台灣站起來,1
 反正這次要讓綠共吃鱉,1
 不好意思 自己的錯自己改,0
 很快就可以見到 DPP完全執政 完全慘,0
 今年一定讓DPP下,0
 柯粉跑去投KMT  是要證明智商有問題嗎,0
 柯粉哪不會投KMT? 柯粉宇宙第一字號KKC,0
 馬英九跟宋楚瑜可是挺得多高興 馬他也許,0
 現在不提=知道丟臉 宋神掌他還是一路挺喔,0
 他也支持館長說台北投柯外縣市投KMT,0
 黃大記者應該可以去問柯P：你的粉絲,0
 雖然我到現在還是沒看到他被國家機器追殺,0
 到哪種程度啦,0
 要去投KMT  你怎麼看,0
 中肯,0
 票 投 中 國 國 民 黨，任 務 出 動,0
 DPP，BYE,0
 看到黨工跟垃圾獨的骯髒雜種嘴臉 1124,1
 真的要給他們難看 操 這些半路才來dpp,1
 不錯啊 議會放藍綠互咬比一黨獨大好,0
 的垃圾假dpper,1
 垃圾不分藍綠,1
 不投綠狗爛黨 但票也不會給垃圾KMT,1
 實話啊...我沒台北投票權 寧可投無黨的,0
 看到他們垃圾藍綠得票率也爽,1
 我會轉投洪士奇醫師 柯友陣營,0
 這傢伙還好意思繼續當名嘴啊,0
 幹你資進黨國民黨,1
 支持小黨！,0
 1124投小黨，葬送舊政黨,0
 馬尾在帶投給國檔的風向噗噗,0
 不用恐啦，就是會發生。,0
 藍綠都投不下去,0
 推,0
 放屁 我寧願廢票都不會讓DPP和KMT當選,1
 讓人難過的是 這或許就是檯面下藍綠一,0
 家親的原因:你做爛了換我做;我砸鍋了,1
 輪你撈。想想就令人喪氣,1
 柯粉要投丁丁嗎 完全沒邏輯可言,0
 支那狗要高潮了,1
 不投dpp但誰會投kmt  哈哈哈,0
 哈哈哈,0
 是不會投票給國民黨啦!超低投票率可預期!,0
 重判2年，,0
 酒駕無罪,0
 酒駕一律死刑 謝謝,0
 在台灣酒駕可以當發言人，悲哀,1
 馬德畜生,1
 也不用求償了，寧願燒掉也不會賠,0
 民進黨連這種安全都給不了我們,0
 可惜沒加入dpp，不然一定有官能當,1
 可惡,0
 這該用殺人罪起訴了,0
 酒駕就是垃圾,1
 判死吧，這種毫不在乎的，一定會再酒駕,0
 臺灣法律鼓勵久假,0
 我猜他是民進黨黨員,1
 重判1年易科罰金,0
 記得關出來找菜母豬，會賞一個官位,1
 慘 年輕設計師一窮二白大概也賠不出錢,0
 人渣無誤,1
 鬼島日常   立委無感  垃圾政府,1
 甚麼的設計師 有職業叫設計師嗎,1
 有個酒駕的行政院發言人 你覺得？,0
 三審豬腳麵線。,1
 台灣酒駕罰則就沒人在怕..不是很愛學,0
 可加入民進黨當發言人,1
 可以當行政院發言人,1
 行政院發言人:,1
 歐洲 怎麼不學人家酒駕罰年收入,0
 改名叫豬拉屎，當行政院發言人,1
 活了23年就這樣突然掛了 悲哀,0
 幹 人渣,1
 幹你媽的甚麼時候才能酒駕=殺人罪,1
 這該直接判死了吧,0
 應該修法酒駕者摘腎,0
 發言人兼代言人,0
 講好聽叫設計師 講難聽叫廢物行政助理吧,1
 酒駕可以當高官再說被霸凌,1
 這種狡辯的水準真的適合當發言人,1
 不然學米國 累犯重罰,0
 這林男一看就知道支持民進黨,1
